Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Train_Seconds,N_Train_Rows,N_Features,Metadata
Bank Marketing,categorical_errors,low,KNN,dirty,0.894946367,0.6,0.306238185,0.405506884,0.809263589,0.003943682,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1}"
Bank Marketing,categorical_errors,low,MLP,dirty,0.899922592,0.621236133,0.370510397,0.464179988,0.902842996,10.04587412,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1}"
Bank Marketing,categorical_errors,low,Decision Tree,dirty,0.893951122,0.564537158,0.40926276,0.474520548,0.850107361,0.086822271,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1}"
Bank Marketing,categorical_errors,low,Random Forest,dirty,0.90224483,0.676829268,0.314744802,0.429677419,0.916691741,0.279557943,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1}"
Bank Marketing,categorical_errors,low,XGBoost,dirty,0.907221055,0.653576438,0.440453686,0.526256352,0.929872587,0.109041452,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1}"
Bank Marketing,categorical_errors,low,LightGBM,dirty,0.907221055,0.65892598,0.429111531,0.51974814,0.929692962,0.10910821,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1}"
Bank Marketing,categorical_errors,low,Logistic Regression,cleaned,0.891628884,0.598484848,0.224007561,0.325997249,0.874329112,0.017570257,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,low,Gaussian Naive Bayes,cleaned,0.853256663,0.38065661,0.405482042,0.392677346,0.825910113,0.007787228,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,low,KNN,cleaned,0.894946367,0.6,0.306238185,0.405506884,0.809263589,0.003896952,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,low,MLP,cleaned,0.899922592,0.621236133,0.370510397,0.464179988,0.902842996,9.968113899,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,low,Decision Tree,cleaned,0.893951122,0.564537158,0.40926276,0.474520548,0.850107361,0.086831808,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,low,Random Forest,cleaned,0.90224483,0.676829268,0.314744802,0.429677419,0.916691741,0.292705536,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,low,XGBoost,cleaned,0.907221055,0.653576438,0.440453686,0.526256352,0.929872587,0.112818718,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,low,LightGBM,cleaned,0.907221055,0.65892598,0.429111531,0.51974814,0.929692962,0.106632233,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 5, 'categorical_columns': 9, 'cells_corrupted': 16275, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,medium,Logistic Regression,dirty,0.890744222,0.58974359,0.217391304,0.317679558,0.874712392,0.018155813,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1}"
Bank Marketing,categorical_errors,medium,Gaussian Naive Bayes,dirty,0.856463563,0.38909427,0.397920605,0.393457944,0.828719137,0.007812023,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1}"
Bank Marketing,categorical_errors,medium,KNN,dirty,0.892955877,0.583333333,0.297731569,0.394242804,0.798445632,0.003907204,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1}"
Bank Marketing,categorical_errors,medium,MLP,dirty,0.899701427,0.622764228,0.362003781,0.457860132,0.900111267,9.745411634,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1}"
Bank Marketing,categorical_errors,medium,Decision Tree,dirty,0.894393453,0.569500675,0.398865784,0.469149528,0.823717201,0.088287354,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1}"
Bank Marketing,categorical_errors,medium,Random Forest,dirty,0.901360168,0.671487603,0.307183365,0.42153048,0.915662046,0.300437927,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1}"
Bank Marketing,categorical_errors,medium,XGBoost,dirty,0.905119982,0.646627566,0.416824197,0.506896552,0.92757119,0.110170126,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1}"
Bank Marketing,categorical_errors,medium,LightGBM,dirty,0.901691916,0.636070853,0.373345936,0.470518166,0.925766886,0.105025768,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1}"
Bank Marketing,categorical_errors,medium,Logistic Regression,cleaned,0.890744222,0.58974359,0.217391304,0.317679558,0.874712392,0.018713713,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,medium,Gaussian Naive Bayes,cleaned,0.856463563,0.38909427,0.397920605,0.393457944,0.828719137,0.008775949,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,medium,KNN,cleaned,0.892955877,0.583333333,0.297731569,0.394242804,0.798445632,0.003907204,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,medium,MLP,cleaned,0.899701427,0.622764228,0.362003781,0.457860132,0.900111267,9.879635334,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,medium,Decision Tree,cleaned,0.894393453,0.569500675,0.398865784,0.469149528,0.823717201,0.090628862,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,medium,Random Forest,cleaned,0.901360168,0.671487603,0.307183365,0.42153048,0.915662046,0.302318096,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,medium,XGBoost,cleaned,0.905119982,0.646627566,0.416824197,0.506896552,0.92757119,0.11173892,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,medium,LightGBM,cleaned,0.901691916,0.636070853,0.373345936,0.470518166,0.925766886,0.102426529,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 10, 'categorical_columns': 9, 'cells_corrupted': 32551, 'injection_version': 1, 'remediation_route': 'automated_cleaning', 'recovery_evaluation_status': 'evaluated', 'method': 'validate against vocabulary', 'reason': 'category validation against a controlled vocabulary', 'rows_before': 36168, 'rows_after': 36168, 'test_transformed': False}"
Bank Marketing,categorical_errors,high,Logistic Regression,dirty,0.890633639,0.589147287,0.215500945,0.315570934,0.874081601,0.015624285,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 15, 'categorical_columns': 9, 'cells_corrupted': 48826, 'injection_version': 1}"
Bank Marketing,categorical_errors,high,Gaussian Naive Bayes,dirty,0.86155037,0.403386454,0.382797732,0.392822502,0.829666329,0.007428408,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 15, 'categorical_columns': 9, 'cells_corrupted': 48826, 'injection_version': 1}"
Bank Marketing,categorical_errors,high,KNN,dirty,0.89185005,0.582304527,0.267485822,0.366580311,0.801045024,0.002929211,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 15, 'categorical_columns': 9, 'cells_corrupted': 48826, 'injection_version': 1}"
Bank Marketing,categorical_errors,high,MLP,dirty,0.898042685,0.614478114,0.344990548,0.44188862,0.897940136,9.793267488,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 15, 'categorical_columns': 9, 'cells_corrupted': 48826, 'injection_version': 1}"
Bank Marketing,categorical_errors,high,Decision Tree,dirty,0.893177043,0.56284153,0.389413989,0.460335196,0.849796168,0.087765932,36168,16,"{'error_type': 'categorical_errors', 'mechanism': 'valid category swapped for another valid category', 'intended_rate': 15, 'categorical_columns': 9, 'cells_corrupted': 48826, 'injection_version': 1}"
