Dataset,Error_Type,Severity,Model,Condition,Accuracy,Precision,Recall,F1,AUC,Balanced_Accuracy,AUPRC,Train_Seconds,N_Train_Rows,N_Features,Metadata,Random_State
Breast Cancer,invalid_values,medium,Gaussian Naive Bayes,dirty,0.3684210526315789,0.3684210526315789,1.0,0.5384615384615384,0.9632936507936508,0.5,0.9444317614934976,0.0009765625,455,30,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.4945054945054945, 'invalid_values_added': 1023, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Breast Cancer,invalid_values,medium,KNN,dirty,0.9035087719298246,1.0,0.7380952380952381,0.8493150684931506,0.9636243386243386,0.8690476190476191,0.9286822441742655,0.0009760856628417969,455,30,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.4945054945054945, 'invalid_values_added': 1023, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Breast Cancer,invalid_values,medium,MLP,dirty,0.8859649122807017,0.967741935483871,0.7142857142857143,0.821917808219178,0.9642857142857144,0.8501984126984128,0.9454602220089212,0.14496493339538574,455,30,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.4945054945054945, 'invalid_values_added': 1023, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Breast Cancer,invalid_values,medium,Decision Tree,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9523809523809523,0.9523809523809523,0.9398496240601504,0.0029256343841552734,455,30,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.4945054945054945, 'invalid_values_added': 1023, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Breast Cancer,invalid_values,medium,Random Forest,dirty,0.9649122807017544,0.975,0.9285714285714286,0.9512195121951219,0.996031746031746,0.9573412698412699,0.9938414759843331,0.09175992012023926,455,30,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.4945054945054945, 'invalid_values_added': 1023, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Breast Cancer,invalid_values,medium,XGBoost,dirty,0.9649122807017544,1.0,0.9047619047619048,0.95,0.9943783068783069,0.9523809523809523,0.9920188870409665,0.04358053207397461,455,30,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.4945054945054945, 'invalid_values_added': 1023, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Breast Cancer,invalid_values,medium,LightGBM,dirty,0.9736842105263158,1.0,0.9285714285714286,0.9629629629629629,0.994378306878307,0.9642857142857143,0.9921210029905683,0.030999422073364258,455,30,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.4945054945054945, 'invalid_values_added': 1023, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
German Credit,invalid_values,medium,Logistic Regression,dirty,0.74,0.8142857142857143,0.8142857142857143,0.8142857142857143,0.7744047619047619,0.6904761904761905,0.8881521173613243,0.003908395767211914,800,20,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.5, 'invalid_values_added': 420, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
German Credit,invalid_values,medium,Gaussian Naive Bayes,dirty,0.65,0.85,0.6071428571428571,0.7083333333333334,0.749642857142857,0.6785714285714286,0.8544875102281912,0.0009760856628417969,800,20,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.5, 'invalid_values_added': 420, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
German Credit,invalid_values,medium,KNN,dirty,0.705,0.7547169811320755,0.8571428571428571,0.802675585284281,0.7041071428571428,0.6035714285714285,0.8235105470556479,0.0009770393371582031,800,20,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.5, 'invalid_values_added': 420, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
German Credit,invalid_values,medium,MLP,dirty,0.72,0.8181818181818182,0.7714285714285715,0.7941176470588235,0.7628571428571428,0.6857142857142857,0.8817515856246637,0.20851802825927734,800,20,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.5, 'invalid_values_added': 420, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
German Credit,invalid_values,medium,Decision Tree,dirty,0.71,0.7887323943661971,0.8,0.7943262411347518,0.7141071428571428,0.65,0.8271642478985164,0.0019528865814208984,800,20,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.5, 'invalid_values_added': 420, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
German Credit,invalid_values,medium,Random Forest,dirty,0.76,0.7875,0.9,0.84,0.785357142857143,0.6666666666666667,0.8964030042145771,0.09778237342834473,800,20,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.5, 'invalid_values_added': 420, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
German Credit,invalid_values,medium,XGBoost,dirty,0.745,0.7986577181208053,0.85,0.8235294117647058,0.773452380952381,0.675,0.886921925505714,0.037108421325683594,800,20,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.5, 'invalid_values_added': 420, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
German Credit,invalid_values,medium,LightGBM,dirty,0.74,0.8055555555555556,0.8285714285714286,0.8169014084507042,0.7751190476190476,0.680952380952381,0.8863916171350882,0.024933576583862305,800,20,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.5, 'invalid_values_added': 420, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Adult Income,invalid_values,medium,Logistic Regression,dirty,0.7861760318249627,0.8486842105263158,0.17177097203728361,0.2857142857142857,0.7686507007062753,0.580809343886662,0.5654549300744257,0.012690305709838867,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499965463411938, 'invalid_values_added': 10858, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Adult Income,invalid_values,medium,Gaussian Naive Bayes,dirty,0.7908171722194597,0.8260869565217391,0.20239680426098536,0.3251336898395722,0.8061185835938312,0.5941359435120861,0.6126057268082767,0.005857706069946289,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499965463411938, 'invalid_values_added': 10858, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Adult Income,invalid_values,medium,KNN,dirty,0.8151831592905685,0.6582174979558463,0.5359520639147803,0.5908256880733945,0.8306256705912017,0.7218493491059226,0.6072980701767408,0.04252195358276367,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499965463411938, 'invalid_values_added': 10858, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Adult Income,invalid_values,medium,MLP,dirty,0.8256257251781867,0.725,0.4826897470039947,0.5795363709032774,0.8767656513892608,0.7109983716260317,0.7141124788779265,6.003047943115234,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499965463411938, 'invalid_values_added': 10858, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Adult Income,invalid_values,medium,Decision Tree,dirty,0.8478368970661363,0.7437395659432388,0.5932090545938749,0.66,0.889007623470332,0.7627267961117685,0.7487380579906227,0.04544711112976074,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499965463411938, 'invalid_values_added': 10858, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Adult Income,invalid_values,medium,Random Forest,dirty,0.8518150174042765,0.7804428044280443,0.563249001331558,0.654292343387471,0.9104130562619223,0.7553609826785797,0.7950496501380745,0.20011258125305176,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499965463411938, 'invalid_values_added': 10858, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Adult Income,invalid_values,medium,XGBoost,dirty,0.8637493784186971,0.7733118971061094,0.640479360852197,0.7006554989075018,0.9231526360350548,0.7891207221387447,0.8222012148347383,0.08899760246276855,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499965463411938, 'invalid_values_added': 10858, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Adult Income,invalid_values,medium,LightGBM,dirty,0.8657384385877673,0.7768,0.6464713715046605,0.7056686046511628,0.9234069133452901,0.7924477802127143,0.8219320221577147,0.08063697814941406,24129,14,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499965463411938, 'invalid_values_added': 10858, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Bank Marketing,invalid_values,medium,Logistic Regression,dirty,0.8828928452947031,0.0,0.0,0.0,0.720952210725924,0.4999373825923607,0.25669987328314653,0.014631509780883789,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499921003570639, 'invalid_values_added': 18988, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Bank Marketing,invalid_values,medium,Gaussian Naive Bayes,dirty,0.8434147959747871,0.27901234567901234,0.21361058601134217,0.24197002141327623,0.7011539831891792,0.570236726944306,0.21868658654567813,0.008794069290161133,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499921003570639, 'invalid_values_added': 18988, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Bank Marketing,invalid_values,medium,KNN,dirty,0.8893066460245493,0.5655172413793104,0.23251417769376181,0.32953784326858676,0.7612960501318045,0.6044223988030487,0.3450310560882911,0.0039048194885253906,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499921003570639, 'invalid_values_added': 18988, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Bank Marketing,invalid_values,medium,MLP,dirty,0.9000331748313612,0.6180981595092024,0.3809073724007561,0.47134502923976607,0.8963873661982001,0.6748619516981864,0.5510626386401646,9.480747699737549,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499921003570639, 'invalid_values_added': 18988, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Bank Marketing,invalid_values,medium,Decision Tree,dirty,0.8982638504920933,0.5841463414634146,0.45274102079395084,0.5101171458998935,0.8757471180012617,0.705017974391966,0.49937729294461486,0.08675026893615723,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499921003570639, 'invalid_values_added': 18988, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Bank Marketing,invalid_values,medium,Random Forest,dirty,0.8992590954329316,0.7094017094017094,0.23534971644612476,0.3534421575585522,0.9208237799370986,0.6112878826438514,0.6015921839193918,0.2982058525085449,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499921003570639, 'invalid_values_added': 18988, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Bank Marketing,invalid_values,medium,XGBoost,dirty,0.9096538759261307,0.6680613668061367,0.45274102079395084,0.5397183098591549,0.9323504728265306,0.7114675673788164,0.6310771469106832,0.11108803749084473,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499921003570639, 'invalid_values_added': 18988, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Bank Marketing,invalid_values,medium,LightGBM,dirty,0.9072210549596373,0.6527196652719666,0.44234404536862004,0.5273239436619719,0.932465942167083,0.7055802881821185,0.6270538239177272,0.10700774192810059,36168,16,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.499921003570639, 'invalid_values_added': 18988, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Telco Churn,invalid_values,medium,Logistic Regression,dirty,0.7604832977967306,0.5622895622895623,0.446524064171123,0.4977645305514158,0.7964769556506928,0.6603385083682334,0.5461900470488678,0.005859375,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.497777777777778, 'invalid_values_added': 1687, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Telco Churn,invalid_values,medium,Gaussian Naive Bayes,dirty,0.7292110874200426,0.4934579439252336,0.7058823529411765,0.5808580858085809,0.7998082010239632,0.7217698308752349,0.5571500648864506,0.0019540786743164062,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.497777777777778, 'invalid_values_added': 1687, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Telco Churn,invalid_values,medium,KNN,dirty,0.749822316986496,0.5292553191489362,0.5320855614973262,0.5306666666666666,0.764878009639128,0.6803699830719931,0.476982325845355,0.0009768009185791016,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.497777777777778, 'invalid_values_added': 1687, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Telco Churn,invalid_values,medium,MLP,dirty,0.783226723525231,0.6011730205278593,0.5481283422459893,0.5734265734265734,0.8124938525969219,0.7082364847725591,0.5962985557965045,1.5214710235595703,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.497777777777778, 'invalid_values_added': 1687, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Telco Churn,invalid_values,medium,Decision Tree,dirty,0.7562189054726368,0.5444126074498568,0.5080213903743316,0.5255878284923928,0.7401149758504124,0.6770503854098182,0.4885473143601243,0.011149406433105469,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.497777777777778, 'invalid_values_added': 1687, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Telco Churn,invalid_values,medium,Random Forest,dirty,0.7917555081734187,0.6363636363636364,0.5053475935828877,0.563338301043219,0.8303562646567031,0.7003988693955097,0.6423125321773878,0.11729264259338379,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.497777777777778, 'invalid_values_added': 1687, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Telco Churn,invalid_values,medium,XGBoost,dirty,0.7874911158493249,0.616822429906542,0.5294117647058824,0.5697841726618705,0.8277355296602491,0.7051705483742383,0.6475599553415979,0.06729841232299805,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.497777777777778, 'invalid_values_added': 1687, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Telco Churn,invalid_values,medium,LightGBM,dirty,0.7839374555792467,0.6054216867469879,0.5374331550802139,0.5694050991501416,0.8276565840628252,0.7053090267172608,0.6436027610982358,0.053266286849975586,5625,19,"{'error_type': 'invalid_values', 'intended_rate': 7.5, 'actual_rate': 7.497777777777778, 'invalid_values_added': 1687, 'schedule': 'higher', 'severity_label': 'medium', 'rate_used': 7.5, 'seed': 42}",42
Breast Cancer,invalid_values,high,Logistic Regression,dirty,0.631578947368421,0.0,0.0,0.0,0.9695767195767196,0.5,0.9530752025894926,0.0029315948486328125,455,30,"{'error_type': 'invalid_values', 'intended_rate': 15.0, 'actual_rate': 14.996336996336995, 'invalid_values_added': 2047, 'schedule': 'higher', 'severity_label': 'high', 'rate_used': 15.0, 'seed': 42}",42
Breast Cancer,invalid_values,high,Gaussian Naive Bayes,dirty,0.8070175438596491,1.0,0.47619047619047616,0.6451612903225806,0.9692460317460317,0.7380952380952381,0.9527204848552534,0.0010013580322265625,455,30,"{'error_type': 'invalid_values', 'intended_rate': 15.0, 'actual_rate': 14.996336996336995, 'invalid_values_added': 2047, 'schedule': 'higher', 'severity_label': 'high', 'rate_used': 15.0, 'seed': 42}",42
Breast Cancer,invalid_values,high,KNN,dirty,0.8947368421052632,1.0,0.7142857142857143,0.8333333333333334,0.9495701058201058,0.8571428571428572,0.9127242692607718,0.0009779930114746094,455,30,"{'error_type': 'invalid_values', 'intended_rate': 15.0, 'actual_rate': 14.996336996336995, 'invalid_values_added': 2047, 'schedule': 'higher', 'severity_label': 'high', 'rate_used': 15.0, 'seed': 42}",42
Breast Cancer,invalid_values,high,MLP,dirty,0.8596491228070176,1.0,0.6190476190476191,0.7647058823529411,0.9682539682539683,0.8095238095238095,0.9513661476034974,0.14155364036560059,455,30,"{'error_type': 'invalid_values', 'intended_rate': 15.0, 'actual_rate': 14.996336996336995, 'invalid_values_added': 2047, 'schedule': 'higher', 'severity_label': 'high', 'rate_used': 15.0, 'seed': 42}",42
Breast Cancer,invalid_values,high,Decision Tree,dirty,0.9298245614035088,0.9722222222222222,0.8333333333333334,0.8974358974358975,0.9097222222222224,0.9097222222222223,0.871588693957115,0.0038187503814697266,455,30,"{'error_type': 'invalid_values', 'intended_rate': 15.0, 'actual_rate': 14.996336996336995, 'invalid_values_added': 2047, 'schedule': 'higher', 'severity_label': 'high', 'rate_used': 15.0, 'seed': 42}",42
